external_bet_id,external_player_id,stake_amount,odds,potential_payout,settled_payout,bet_type,product_type,sport,market_type,event_id,selection,channel,placed_at,settled_at,status,game_id,game_name,game_provider,game_category,rtp_teorico
BET-001631,PLY-STRU-098,151.25,3.36,508.19,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,HANDICAP,BAH_VS_FOR_20260319,Over 2.5,APP,2026-03-18T13:24:30Z,2026-03-19T21:24:30Z,LOST,,,,,
BET-001464,PLY-INCO-090,4777.52,4.63,22119.92,0.00,SPORTSBOOK,SPORTSBOOK,MMA,1X2,BOT_VS_FLU_20260323,Away Win,APP,2026-03-18T14:39:18Z,2026-03-18T15:39:18Z,LOST,,,,,
BET-000996,PLY-NORM-067,333.38,5.21,1736.89,0.00,SPORTSBOOK,SPORTSBOOK,MMA,1X2,GRE_VS_INT_20260322,Draw,WEB,2026-03-18T14:44:46Z,2026-03-19T20:44:46Z,LOST,,,,,
BET-000948,PLY-NORM-065,308.44,7.29,2248.49,2248.49,SPORTSBOOK,SPORTSBOOK,MMA,CORRECT_SCORE,CRU_VS_AME_20260316,Away Win,WEB,2026-03-18T16:32:59Z,2026-03-19T07:32:59Z,WON,,,,,
BET-001398,PLY-INCO-087,817.38,4.92,4021.52,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,OVER_UNDER,SAN_VS_VAS_20260317,Away Win,WEB,2026-03-18T18:06:48Z,2026-03-20T08:06:48Z,LOST,,,,,
BET-001321,PLY-INCO-085,2040.25,3.48,7100.07,1290.42,SPORTSBOOK,SPORTSBOOK,MMA,BOTH_TEAMS_SCORE,NBA_LAL_VS_GSW_20260325,Home Win,TERMINAL,2026-03-18T19:00:39Z,2026-03-20T09:00:39Z,CASHOUT,,,,,
BET-000271,PLY-NORM-021,62.19,2.76,171.65,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,1X2,BAH_VS_FOR_20260319,Draw,TERMINAL,2026-03-18T19:00:59Z,2026-03-21T10:00:59Z,LOST,,,,,
BET-000912,PLY-NORM-063,437.50,6.16,2695.00,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,CORRECT_SCORE,WIMBLEDON_R1_20260315,Under 2.5,WEB,2026-03-18T20:10:22Z,2026-03-19T03:10:22Z,LOST,,,,,
BET-001894,PLY-BONU-114,35.33,,46.29,46.29,CASINO_LIVE,CASINO_LIVE,,,,,TERMINAL,2026-03-18T21:27:35Z,2026-03-21T16:27:35Z,WON,GAME-BLACKJACK-01,Infinite Blackjack,Evolution,LIVE,0.9956
BET-001588,PLY-STRU-095,389.81,3.68,1434.52,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,OVER_UNDER,PAL_VS_SAO_20260321,Draw,TERMINAL,2026-03-18T22:28:08Z,2026-03-21T16:28:08Z,LOST,,,,,
BET-001341,PLY-INCO-086,2923.61,1.53,4473.12,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,1X2,SAN_VS_VAS_20260317,Away Win,WEB,2026-03-18T22:46:24Z,2026-03-20T15:46:24Z,LOST,,,,,
BET-000838,PLY-NORM-058,21.98,2.50,54.95,0.00,SPORTSBOOK,SPORTSBOOK,MMA,1X2,UFC_300_20260329,Over 2.5,WEB,2026-03-18T22:55:09Z,2026-03-20T12:55:09Z,LOST,,,,,
BET-001211,PLY-INCO-082,3592.63,2.47,8873.80,8873.80,SPORTSBOOK,SPORTSBOOK,BASKETBALL,CORRECT_SCORE,ATM_VS_CAP_20260318,Home Win,TERMINAL,2026-03-18T23:46:26Z,2026-03-20T16:46:26Z,WON,,,,,
BET-000092,PLY-NORM-006,171.89,3.53,606.77,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,1X2,GRE_VS_INT_20260322,Over 2.5,TERMINAL,2026-03-19T00:13:51Z,2026-03-20T05:13:51Z,LOST,,,,,
BET-001843,PLY-BONU-112,28.30,,29.99,29.99,SLOT,SLOT,,,,,TERMINAL,2026-03-19T00:46:51Z,2026-03-20T00:46:51Z,WON,GAME-SLOT-05,Aviator,Spribe,INSTANT,0.9700
BET-000303,PLY-NORM-023,104.45,3.24,338.43,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,ATM_VS_CAP_20260318,Home Win,TERMINAL,2026-03-19T00:48:02Z,2026-03-20T22:48:02Z,LOST,,,,,
BET-000322,PLY-NORM-024,381.05,3.58,1364.17,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,1X2,PAL_VS_SAO_20260321,Under 2.5,APP,2026-03-19T03:09:26Z,2026-03-21T10:09:26Z,LOST,,,,,
BET-001043,PLY-NORM-070,42.09,3.53,148.59,148.59,SPORTSBOOK,SPORTSBOOK,TENNIS,HANDICAP,ATM_VS_CAP_20260318,Over 2.5,WEB,2026-03-19T04:55:37Z,2026-03-20T02:55:37Z,WON,,,,,
BET-001013,PLY-NORM-068,296.72,4.81,1427.23,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,1X2,FLA_VS_COR_20260320,Draw,APP,2026-03-19T06:17:49Z,2026-03-21T19:17:49Z,LOST,,,,,
BET-001939,PLY-BONU-115,97.81,,122.26,122.26,SLOT,SLOT,,,,,TERMINAL,2026-03-19T06:32:00Z,2026-03-20T07:32:00Z,WON,GAME-SLOT-04,Fortune Tiger,PG Soft,SLOT,0.9668
BET-000178,PLY-NORM-012,38.18,1.38,52.69,0.00,SPORTSBOOK,SPORTSBOOK,MMA,OVER_UNDER,WIMBLEDON_R1_20260315,Under 2.5,TERMINAL,2026-03-19T07:06:24Z,2026-03-20T07:06:24Z,LOST,,,,,
BET-001040,PLY-NORM-070,33.17,1.45,48.10,48.10,SPORTSBOOK,SPORTSBOOK,BASKETBALL,1X2,NBA_LAL_VS_GSW_20260325,BTTS Yes,WEB,2026-03-19T11:19:28Z,2026-03-19T21:19:28Z,WON,,,,,
BET-001172,PLY-NORM-080,54.31,4.21,228.66,228.66,SPORTSBOOK,SPORTSBOOK,TENNIS,OVER_UNDER,BAH_VS_FOR_20260319,BTTS Yes,WEB,2026-03-19T13:29:25Z,2026-03-20T08:29:25Z,WON,,,,,
BET-000937,PLY-NORM-064,200.41,2.33,466.96,0.00,SPORTSBOOK,SPORTSBOOK,MMA,1X2,UFC_300_20260329,Under 2.5,APP,2026-03-19T13:37:49Z,2026-03-20T15:37:49Z,LOST,,,,,
BET-001252,PLY-INCO-083,1847.45,4.28,7907.07,705.14,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,HANDICAP,BAH_VS_FOR_20260319,Over 2.5,APP,2026-03-19T14:59:05Z,2026-03-22T14:59:05Z,CASHOUT,,,,,
BET-001491,PLY-INCO-090,2411.46,4.79,11550.91,732.92,SPORTSBOOK,SPORTSBOOK,BASKETBALL,1X2,GRE_VS_INT_20260322,BTTS Yes,APP,2026-03-19T16:46:43Z,2026-03-20T15:46:43Z,CASHOUT,,,,,
BET-000844,PLY-NORM-059,394.38,6.65,2622.62,0.00,SPORTSBOOK,SPORTSBOOK,MMA,CORRECT_SCORE,CRU_VS_AME_20260316,Home Win,TERMINAL,2026-03-19T16:56:49Z,2026-03-21T06:56:49Z,LOST,,,,,
BET-000900,PLY-NORM-062,247.72,6.37,1577.99,176.88,SPORTSBOOK,SPORTSBOOK,MMA,1X2,GRE_VS_INT_20260322,BTTS Yes,TERMINAL,2026-03-19T17:41:52Z,2026-03-21T14:41:52Z,CASHOUT,,,,,
BET-001455,PLY-INCO-089,2230.15,3.87,8630.67,0.00,SPORTSBOOK,SPORTSBOOK,MMA,OVER_UNDER,CRU_VS_AME_20260316,Under 2.5,WEB,2026-03-19T20:10:52Z,2026-03-19T21:10:52Z,LOST,,,,,
BET-000697,PLY-NORM-049,28.10,2.34,65.75,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,1X2,BAH_VS_FOR_20260319,BTTS Yes,TERMINAL,2026-03-19T20:43:43Z,2026-03-22T11:43:43Z,LOST,,,,,
BET-000745,PLY-NORM-053,179.07,5.17,925.81,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,BOTH_TEAMS_SCORE,GRE_VS_INT_20260322,Under 2.5,APP,2026-03-19T21:16:33Z,2026-03-21T06:16:33Z,LOST,,,,,
BET-000880,PLY-NORM-061,144.98,4.50,652.41,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,OVER_UNDER,WIMBLEDON_R1_20260315,Away Win,WEB,2026-03-19T22:13:15Z,2026-03-22T03:13:15Z,LOST,,,,,
BET-002047,PLY-PEP_-119,8342.02,2.10,17518.23,5357.15,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,OVER_UNDER,BAH_VS_FOR_20260319,Home Win,TERMINAL,2026-03-19T23:44:41Z,2026-03-20T07:44:41Z,CASHOUT,,,,,
BET-001312,PLY-INCO-085,2924.63,2.35,6872.87,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,BOTH_TEAMS_SCORE,WIMBLEDON_R1_20260315,Under 2.5,TERMINAL,2026-03-20T00:00:52Z,2026-03-21T20:00:52Z,LOST,,,,,
BET-000292,PLY-NORM-023,116.20,1.76,204.51,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,OVER_UNDER,NBA_LAL_VS_GSW_20260325,BTTS Yes,TERMINAL,2026-03-20T00:56:35Z,2026-03-22T13:56:35Z,LOST,,,,,
BET-000823,PLY-NORM-058,63.24,7.09,448.41,27.50,SPORTSBOOK,SPORTSBOOK,BASKETBALL,BOTH_TEAMS_SCORE,GRE_VS_INT_20260322,Home Win,WEB,2026-03-20T01:15:02Z,2026-03-22T15:15:02Z,CASHOUT,,,,,
BET-000713,PLY-NORM-050,249.02,6.37,1586.23,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,CORRECT_SCORE,NBA_LAL_VS_GSW_20260325,BTTS Yes,TERMINAL,2026-03-20T01:20:11Z,2026-03-23T01:20:11Z,LOST,,,,,
BET-000217,PLY-NORM-015,16.96,6.60,111.91,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,OVER_UNDER,NBA_LAL_VS_GSW_20260325,Over 2.5,WEB,2026-03-20T04:03:44Z,2026-03-21T21:03:44Z,LOST,,,,,
BET-000807,PLY-NORM-057,48.20,3.15,151.83,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,CORRECT_SCORE,NBA_LAL_VS_GSW_20260325,BTTS Yes,TERMINAL,2026-03-20T05:34:08Z,2026-03-23T03:34:08Z,LOST,,,,,
BET-001946,PLY-BONU-115,99.45,,133.27,133.27,CASINO_LIVE,CASINO_LIVE,,,,,TERMINAL,2026-03-20T05:40:09Z,2026-03-20T11:40:09Z,WON,GAME-ROULETTE-01,Lightning Roulette,Evolution,LIVE,0.9730
BET-001150,PLY-NORM-077,48.94,6.67,326.44,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,BOT_VS_FLU_20260323,Over 2.5,TERMINAL,2026-03-20T06:24:14Z,2026-03-23T05:24:14Z,LOST,,,,,
BET-001388,PLY-INCO-087,2701.85,4.97,13428.18,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,1X2,ATM_VS_CAP_20260318,BTTS Yes,TERMINAL,2026-03-20T06:40:51Z,2026-03-21T06:40:51Z,LOST,,,,,
BET-000540,PLY-NORM-039,27.36,6.46,176.72,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,CORRECT_SCORE,SAN_VS_VAS_20260317,Over 2.5,TERMINAL,2026-03-20T07:25:19Z,2026-03-21T16:25:19Z,LOST,,,,,
BET-001400,PLY-INCO-088,2799.91,3.06,8567.74,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,1X2,BOT_VS_FLU_20260323,BTTS Yes,WEB,2026-03-20T07:57:04Z,2026-03-22T08:57:04Z,LOST,,,,,
BET-000596,PLY-NORM-043,20.50,4.25,87.14,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,OVER_UNDER,GRE_VS_INT_20260322,Under 2.5,APP,2026-03-20T09:47:31Z,2026-03-21T22:47:31Z,LOST,,,,,
BET-001357,PLY-INCO-086,3849.12,4.53,17436.54,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,BOTH_TEAMS_SCORE,CRU_VS_AME_20260316,Under 2.5,WEB,2026-03-20T10:24:49Z,2026-03-21T08:24:49Z,LOST,,,,,
BET-001337,PLY-INCO-085,2245.20,4.42,9923.78,9923.78,SPORTSBOOK,SPORTSBOOK,ESPORTS,CORRECT_SCORE,CRU_VS_AME_20260316,Away Win,APP,2026-03-20T11:15:56Z,2026-03-22T02:15:56Z,WON,,,,,
BET-000763,PLY-NORM-054,290.18,5.02,1456.72,0.00,SPORTSBOOK,SPORTSBOOK,MMA,OVER_UNDER,PAL_VS_SAO_20260321,BTTS Yes,TERMINAL,2026-03-20T12:05:40Z,2026-03-21T20:05:40Z,LOST,,,,,
BET-001106,PLY-NORM-074,424.01,2.25,954.03,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,CORRECT_SCORE,FLA_VS_COR_20260320,BTTS Yes,WEB,2026-03-20T12:15:30Z,2026-03-20T13:15:30Z,LOST,,,,,
BET-001446,PLY-INCO-089,3185.13,1.56,4968.80,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,1X2,GRE_VS_INT_20260322,Draw,APP,2026-03-20T16:57:47Z,2026-03-20T22:57:47Z,LOST,,,,,
BET-001679,PLY-NETW-102,1057.63,3.71,3923.81,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,OVER_UNDER,BOT_VS_FLU_20260323,Over 2.5,TERMINAL,2026-03-20T18:02:55Z,2026-03-23T14:02:55Z,LOST,,,,,
BET-000511,PLY-NORM-037,247.79,1.60,396.47,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,CORRECT_SCORE,GRE_VS_INT_20260322,Away Win,TERMINAL,2026-03-20T18:24:57Z,2026-03-20T20:24:57Z,LOST,,,,,
BET-001075,PLY-NORM-072,175.39,2.84,498.12,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,1X2,BRA_VS_ARG_20260401,Home Win,TERMINAL,2026-03-20T19:11:03Z,2026-03-20T21:11:03Z,LOST,,,,,
BET-001842,PLY-BONU-112,84.59,,124.35,0.00,CASINO_LIVE,CASINO_LIVE,,,,,WEB,2026-03-20T20:22:43Z,2026-03-21T14:22:43Z,LOST,GAME-POKER-01,Casino Hold'em,Evolution,TABLE,0.9747
BET-000804,PLY-NORM-057,174.88,3.18,556.12,137.73,SPORTSBOOK,SPORTSBOOK,SOCCER,BOTH_TEAMS_SCORE,ATM_VS_CAP_20260318,BTTS Yes,APP,2026-03-20T23:25:54Z,2026-03-22T22:25:54Z,CASHOUT,,,,,
BET-001161,PLY-NORM-078,361.30,4.64,1676.43,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,HANDICAP,WIMBLEDON_R1_20260315,Away Win,WEB,2026-03-21T01:03:02Z,2026-03-21T15:03:02Z,LOST,,,,,
BET-001824,PLY-BONU-112,42.97,1.29,55.43,15.09,SPORTSBOOK,SPORTSBOOK,ESPORTS,HANDICAP,BOT_VS_FLU_20260323,Draw,WEB,2026-03-21T03:12:45Z,2026-03-22T16:12:45Z,CASHOUT,,,,,
BET-000772,PLY-NORM-054,57.13,4.40,251.37,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,BOTH_TEAMS_SCORE,NBA_LAL_VS_GSW_20260325,Away Win,TERMINAL,2026-03-21T05:10:26Z,2026-03-23T23:10:26Z,LOST,,,,,
BET-001515,PLY-STRU-091,215.71,1.88,405.53,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,BOTH_TEAMS_SCORE,PAL_VS_SAO_20260321,Away Win,TERMINAL,2026-03-21T06:34:53Z,2026-03-23T10:34:53Z,LOST,,,,,
BET-000197,PLY-NORM-013,289.22,1.35,390.45,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,BOTH_TEAMS_SCORE,PAL_VS_SAO_20260321,Away Win,APP,2026-03-21T06:36:32Z,2026-03-22T03:36:32Z,LOST,,,,,
BET-000301,PLY-NORM-023,51.00,7.33,373.80,0.00,SPORTSBOOK,SPORTSBOOK,MMA,BOTH_TEAMS_SCORE,PAL_VS_SAO_20260321,Under 2.5,WEB,2026-03-21T07:23:26Z,2026-03-23T16:23:26Z,LOST,,,,,
BET-001184,PLY-INCO-081,3117.14,2.14,6670.68,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,OVER_UNDER,BOT_VS_FLU_20260323,Draw,TERMINAL,2026-03-21T07:26:56Z,2026-03-23T18:26:56Z,LOST,,,,,
BET-000735,PLY-NORM-052,136.81,2.43,332.45,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,1X2,BAH_VS_FOR_20260319,Draw,WEB,2026-03-21T07:52:38Z,2026-03-24T03:52:38Z,LOST,,,,,
BET-000894,PLY-NORM-062,189.12,6.40,1210.34,1210.34,SPORTSBOOK,SPORTSBOOK,TENNIS,OVER_UNDER,BRA_VS_ARG_20260401,Draw,TERMINAL,2026-03-21T09:04:36Z,2026-03-24T04:04:36Z,WON,,,,,
BET-001144,PLY-NORM-076,100.77,3.36,338.58,338.58,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,1X2,UFC_300_20260329,Over 2.5,TERMINAL,2026-03-21T12:59:05Z,2026-03-21T17:59:05Z,WON,,,,,
BET-000109,PLY-NORM-007,22.49,2.25,50.60,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,CORRECT_SCORE,BOT_VS_FLU_20260323,Under 2.5,APP,2026-03-21T13:08:38Z,2026-03-22T07:08:38Z,LOST,,,,,
BET-000240,PLY-NORM-018,42.78,5.61,239.99,32.33,SPORTSBOOK,SPORTSBOOK,BASKETBALL,BOTH_TEAMS_SCORE,FLA_VS_COR_20260320,Under 2.5,TERMINAL,2026-03-21T13:10:57Z,2026-03-23T02:10:57Z,CASHOUT,,,,,
BET-000525,PLY-NORM-038,165.15,1.95,322.04,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,HANDICAP,BAH_VS_FOR_20260319,BTTS Yes,WEB,2026-03-21T13:25:23Z,2026-03-22T23:25:23Z,LOST,,,,,
BET-001730,PLY-NETW-106,1656.87,3.40,5633.34,1171.74,SPORTSBOOK,SPORTSBOOK,MMA,OVER_UNDER,GRE_VS_INT_20260322,Under 2.5,APP,2026-03-21T13:26:43Z,2026-03-21T22:26:43Z,CASHOUT,,,,,
BET-001058,PLY-NORM-071,24.16,2.18,52.66,0.00,SPORTSBOOK,SPORTSBOOK,MMA,OVER_UNDER,UFC_300_20260329,Away Win,APP,2026-03-21T15:12:02Z,2026-03-23T19:12:02Z,LOST,,,,,
BET-000882,PLY-NORM-061,327.48,5.96,1951.81,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,BOTH_TEAMS_SCORE,WIMBLEDON_R1_20260315,Home Win,APP,2026-03-21T15:43:08Z,2026-03-24T10:43:08Z,LOST,,,,,
BET-000783,PLY-NORM-055,82.42,5.86,483.01,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,BOTH_TEAMS_SCORE,BRA_VS_ARG_20260401,Under 2.5,TERMINAL,2026-03-21T16:47:31Z,2026-03-23T04:47:31Z,LOST,,,,,
BET-000737,PLY-NORM-052,130.07,3.26,424.03,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,BOTH_TEAMS_SCORE,ATM_VS_CAP_20260318,Away Win,TERMINAL,2026-03-21T18:21:37Z,2026-03-22T18:21:37Z,LOST,,,,,
BET-000803,PLY-NORM-057,145.66,3.27,476.30,476.30,SPORTSBOOK,SPORTSBOOK,ESPORTS,OVER_UNDER,WIMBLEDON_R1_20260315,Draw,APP,2026-03-21T18:41:56Z,2026-03-23T09:41:56Z,WON,,,,,
BET-001982,PLY-PEP_-117,4127.23,3.15,13000.78,13000.78,SPORTSBOOK,SPORTSBOOK,ESPORTS,OVER_UNDER,PAL_VS_SAO_20260321,Away Win,APP,2026-03-21T19:29:07Z,2026-03-22T18:29:07Z,WON,,,,,
BET-001518,PLY-STRU-092,71.98,3.23,232.49,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,HANDICAP,BOT_VS_FLU_20260323,BTTS Yes,WEB,2026-03-21T21:43:45Z,2026-03-23T14:43:45Z,LOST,,,,,
BET-001250,PLY-INCO-083,4676.29,1.99,9305.82,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,1X2,UFC_300_20260329,BTTS Yes,APP,2026-03-21T22:22:03Z,2026-03-22T05:22:03Z,LOST,,,,,
BET-001358,PLY-INCO-086,2389.07,2.02,4825.93,1415.77,SPORTSBOOK,SPORTSBOOK,TENNIS,1X2,UFC_300_20260329,BTTS Yes,APP,2026-03-22T00:43:01Z,2026-03-23T05:43:01Z,CASHOUT,,,,,
BET-000623,PLY-NORM-044,344.27,7.42,2554.50,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,1X2,BOT_VS_FLU_20260323,Home Win,WEB,2026-03-22T00:47:41Z,2026-03-22T03:47:41Z,LOST,,,,,
BET-002056,PLY-PEP_-120,8247.69,1.60,13196.30,13196.30,SPORTSBOOK,SPORTSBOOK,ESPORTS,CORRECT_SCORE,NBA_LAL_VS_GSW_20260325,Draw,TERMINAL,2026-03-22T01:51:09Z,2026-03-25T01:51:09Z,WON,,,,,
BET-000825,PLY-NORM-058,77.52,1.96,151.95,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,BOTH_TEAMS_SCORE,FLA_VS_COR_20260320,Home Win,TERMINAL,2026-03-22T01:55:30Z,2026-03-23T17:55:30Z,LOST,,,,,
BET-000461,PLY-NORM-034,196.42,7.97,1565.46,1565.46,SPORTSBOOK,SPORTSBOOK,TENNIS,CORRECT_SCORE,PAL_VS_SAO_20260321,BTTS Yes,TERMINAL,2026-03-22T02:17:05Z,2026-03-24T08:17:05Z,WON,,,,,
BET-000610,PLY-NORM-043,45.59,1.36,62.00,62.00,SPORTSBOOK,SPORTSBOOK,TENNIS,HANDICAP,BOT_VS_FLU_20260323,BTTS Yes,WEB,2026-03-22T02:27:30Z,2026-03-22T14:27:30Z,WON,,,,,
BET-001262,PLY-INCO-083,5141.29,3.60,18508.65,1671.04,SPORTSBOOK,SPORTSBOOK,ESPORTS,CORRECT_SCORE,BOT_VS_FLU_20260323,Under 2.5,APP,2026-03-22T02:29:36Z,2026-03-24T01:29:36Z,CASHOUT,,,,,
BET-000779,PLY-NORM-055,483.61,6.55,3167.65,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,BOTH_TEAMS_SCORE,UFC_300_20260329,Draw,TERMINAL,2026-03-22T03:09:38Z,2026-03-23T21:09:38Z,LOST,,,,,
BET-001917,PLY-BONU-114,183.75,1.32,242.55,242.55,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,CORRECT_SCORE,WIMBLEDON_R1_20260315,Away Win,APP,2026-03-22T05:11:48Z,2026-03-23T18:11:48Z,WON,,,,,
BET-001630,PLY-STRU-098,294.38,3.47,1021.49,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,OVER_UNDER,PAL_VS_SAO_20260321,Over 2.5,WEB,2026-03-22T05:15:11Z,2026-03-22T23:15:11Z,LOST,,,,,
BET-001108,PLY-NORM-074,415.37,3.17,1316.72,229.10,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,HANDICAP,WIMBLEDON_R1_20260315,Draw,WEB,2026-03-22T07:21:22Z,2026-03-25T07:21:22Z,CASHOUT,,,,,
BET-001466,PLY-INCO-090,4043.67,3.67,14840.29,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,HANDICAP,BRA_VS_ARG_20260401,Home Win,WEB,2026-03-22T09:55:02Z,2026-03-23T22:55:02Z,LOST,,,,,
BET-002024,PLY-PEP_-119,4596.59,2.30,10572.15,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,HANDICAP,NBA_LAL_VS_GSW_20260325,Over 2.5,WEB,2026-03-22T12:08:43Z,2026-03-24T18:08:43Z,LOST,,,,,
BET-001218,PLY-INCO-082,3099.99,1.75,5424.98,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,1X2,GRE_VS_INT_20260322,Draw,WEB,2026-03-22T12:27:17Z,2026-03-23T06:27:17Z,LOST,,,,,
BET-001085,PLY-NORM-073,81.43,2.46,200.32,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,OVER_UNDER,GRE_VS_INT_20260322,Home Win,WEB,2026-03-22T12:34:39Z,2026-03-25T12:34:39Z,LOST,,,,,
BET-001643,PLY-NETW-099,856.46,3.33,2852.01,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,1X2,CRU_VS_AME_20260316,Under 2.5,APP,2026-03-22T12:37:28Z,2026-03-24T12:37:28Z,LOST,,,,,
BET-001493,PLY-INCO-090,808.81,3.41,2758.03,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,1X2,BAH_VS_FOR_20260319,Away Win,APP,2026-03-22T15:38:21Z,2026-03-22T18:38:21Z,LOST,,,,,
BET-000751,PLY-NORM-054,172.22,7.56,1301.96,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,OVER_UNDER,ATM_VS_CAP_20260318,Under 2.5,WEB,2026-03-22T16:14:19Z,2026-03-24T14:14:19Z,LOST,,,,,
BET-001331,PLY-INCO-085,1590.53,1.82,2894.76,1096.77,SPORTSBOOK,SPORTSBOOK,ESPORTS,OVER_UNDER,UFC_300_20260329,Over 2.5,APP,2026-03-22T16:52:14Z,2026-03-23T23:52:14Z,CASHOUT,,,,,
BET-000780,PLY-NORM-055,435.39,2.53,1101.53,0.00,SPORTSBOOK,SPORTSBOOK,MMA,1X2,CRU_VS_AME_20260316,Draw,WEB,2026-03-22T17:24:58Z,2026-03-24T02:24:58Z,LOST,,,,,
BET-001191,PLY-INCO-081,1101.39,4.88,5374.76,703.07,SPORTSBOOK,SPORTSBOOK,MMA,HANDICAP,WIMBLEDON_R1_20260315,Away Win,WEB,2026-03-22T18:32:17Z,2026-03-25T14:32:17Z,CASHOUT,,,,,
BET-001284,PLY-INCO-084,3273.79,3.38,11065.42,0.00,SPORTSBOOK,SPORTSBOOK,MMA,BOTH_TEAMS_SCORE,ATM_VS_CAP_20260318,Home Win,WEB,2026-03-22T18:37:02Z,2026-03-25T15:37:02Z,LOST,,,,,
BET-000081,PLY-NORM-005,216.44,6.07,1313.79,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,CRU_VS_AME_20260316,Home Win,APP,2026-03-22T18:53:41Z,2026-03-25T11:53:41Z,LOST,,,,,
BET-001396,PLY-INCO-087,5245.16,2.39,12535.94,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,BOTH_TEAMS_SCORE,PAL_VS_SAO_20260321,Over 2.5,WEB,2026-03-22T19:29:59Z,2026-03-24T07:29:59Z,LOST,,,,,
BET-001297,PLY-INCO-084,4372.48,2.22,9706.90,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,OVER_UNDER,BOT_VS_FLU_20260323,Over 2.5,APP,2026-03-22T23:41:39Z,2026-03-25T01:41:39Z,LOST,,,,,
BET-001693,PLY-NETW-103,157.75,4.24,668.88,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,CORRECT_SCORE,FLA_VS_COR_20260320,Under 2.5,APP,2026-03-23T00:55:28Z,2026-03-24T04:55:28Z,LOST,,,,,
BET-001728,PLY-NETW-105,1207.28,3.47,4189.26,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,BOT_VS_FLU_20260323,BTTS Yes,APP,2026-03-23T01:03:24Z,2026-03-25T22:03:24Z,LOST,,,,,
